text,author
"He is Gustaf Johansen, a Norwegian of some intelligence, and had been second mate of the two masted schooner Emma of Auckland, which sailed for Callao February th with a complement of eleven men.",HPL
The gamekeepers were more enraged than their lord by my obstinacy.,MWS
"I can ill record the flow of language and graceful turns of expression, the wit and easy raillery that gave vigour and influence to his speech.",MWS
"Oh, never, never, may I see him again Tomorrow night the same roof may not cover us; he or I must depart.",MWS
"His throat was aching inexplicably, and as he struggled to a sitting posture he saw with growing fright that his feet and pajama bottoms were brown with caked mud.",HPL
"Destiny was too potent, and her immutable laws had decreed my utter and terrible destruction.",MWS
I leaned against a tree to observe them.,MWS
"Perpetual fretting at length threw Madame Moritz into a decline, which at first increased her irritability, but she is now at peace for ever.",MWS
"What a divine day How happy and serene all nature appears"" Thus Elizabeth endeavoured to divert her thoughts and mine from all reflection upon melancholy subjects.",MWS
"Elizabeth had caught the scarlet fever; her illness was severe, and she was in the greatest danger.",MWS
"There then followed an exhaustive comparison of details, and a moment of really awed silence when both detective and scientist agreed on the virtual identity of the phrase common to two hellish rituals so many worlds of distance apart.",HPL
"It was the Sydney Bulletin I have mentioned, for my friend has wide affiliations in all conceivable foreign parts; and the picture was a half tone cut of a hideous stone image almost identical with that which Legrasse had found in the swamp.",HPL
"Upon returning home I went with much directness to a rotting chest in the attic, wherein I found the key which next day unlocked with ease the barrier I had so long stormed in vain.",HPL
"I had prized it greatly, yet nevertheless felt a sensation of relief at its disappearance.",HPL
"Among the others he saw Professor Warren Rice and Dr. Francis Morgan, men to whom he had told some of his conjectures and misgivings; and these two he motioned to accompany him inside.",HPL
"Hidden behind heavy curtains stood the two unfinished figures of Tyché, little touched of late by the sick man and his faithful attendant.",HPL
"Thereafter those in the towers and without the walls beheld strange lights on the water, and saw that the grey rock Akurion, which was wont to rear high above it near the shore, was almost submerged.",HPL
"Suddenly the urn to which I clung began to tremble, as if sharing my own lethal dizziness; and in another instant my body was plunging downward to I knew not what fate.",HPL
Thus would she assuredly act if her darkened eyes opened and she beheld me.,MWS
I had an insistent and unaccountable craving for a sleep whose dreams I should not remember.,HPL
"They are almost hidden now in lawless luxuriances of green and guardian shrouds of shadow; but the small paned windows still stare shockingly, as if blinking through a lethal stupor which wards off madness by dulling the memory of unutterable things.",HPL
"Five years gave a sober certainty to their emotions, though it did not rob them of their etherial nature.",MWS
"On a dreary heath bestrewen with stones, among which short grass grew; and here and there a few rushes beside a little pool.",MWS
And the organs never would work again.,HPL
"He had habitually slept at night beyond the ordinary time, and upon waking would often talk of unknown things in a manner so bizarre as to inspire fear even in the hearts of an unimaginative populace.",HPL
"Fearing to give me pain, she hid as best she could the excess of her wretchedness, but meeting thus her brother after a long absence, she could not restrain the expression of her woe, but with all the vividness of imagination with which misery is always replete, she poured out the emotions of her heart to her beloved and sympathizing Adrian.",MWS
"These men indeed went to the lake to view Sarnath; but though they found the vast still lake itself, and the grey rock Akurion which rears high above it near the shore, they beheld not the wonder of the world and pride of all mankind.",HPL
"""I have written myself into better spirits, dear cousin; but my anxiety returns upon me as I conclude.",MWS
"Were they the same waters of love, which, lately cold and cutting as ice, repelling as that, now loosened from their frozen chains, flowed through the regions of her soul in gushing and grateful exuberance?",MWS
"Klenze seemed very nervous, and drank heavily.",HPL
These are the words that it contained.,MWS
"For one brief interval before this catastrophe, he looked forward to the future, and contemplated with anguish the desolate situation in which his wife and children would be left.",MWS
